"nom","annee","groupe","temp_RF_moy","pr_RF_total","neige_pct","gels_RF_total","SMOD_dayofyear","nb_jours_neige_printemps","nb_jours_neige_avril","nb_jours_neige_mai","NDSI_moy_printemps","NDSI_max_printemps","premier_jour_sans_neige","nb_episodes_printemps","pct_donnees_valides","soil_temp_upper_moy","soil_moisture_moy","swe_max","snow_depth_max","etp_total","humidity_moy","solar_radiation_moy","wind_speed_moy","SOD_modis","SMOD_modis","SCD","duree_saison","continuite","NDSI_moy_modis","NDSI_max_modis","NDSI_med","jour_pic_NDSI","vitesse_fonte","nb_redoux","LFD_nival"
"NOHEDES",2008,"NOHEDES",5.23943673396908,846.68802854949,11.5873015873016,72.7787973502909,13,0,0,0,NA,32,92,0,32.8,12.4986338797814,0.258161202185792,44.3,0.249,955.9,68.0625683060109,1535.95136612022,1.83551912568306,76,189,32,114,0.280701754385965,55.5,75,53.5,122,0.282283298097252,12,282
"NOHEDES",2009,"NOHEDES",5.34779993531647,866.241991347835,11.7647058823529,82.2110070010091,67,0,0,0,NA,38,96,0,29.5,13.2572602739726,0.273449315068493,55.9,0.241,1039.8,66.0608219178082,1601.85506849315,1.84383561643836,135,247,21,113,0.185840707964602,49.0952380952381,64,50,173,0.157791803715886,7,258
"NOHEDES",2010,"NOHEDES",4.41032722639215,1011.92320571779,20.775462962963,91.9390684084206,125,1,0,1,42,42,92,1,32.8,11.7967123287671,0.273005479452055,29.7,0.217,963.8,67.0997260273973,1538.31342465753,1.92602739726027,41,198,9,158,0.0569620253164557,54.3333333333333,62,56,41,0.0259907695394803,7,294
"NOHEDES",2011,"NOHEDES",6.15284599425492,973.755549764227,7.71224146224146,65.7183501338635,76,0,0,0,NA,20,91,0,41,13.8956164383562,0.287084931506849,6.5,0.05,1009,67.7575342465753,1591.16876712329,1.83616438356164,73,237,22,165,0.133333333333333,48.8636363636364,64,47,152,0.122713906619809,9,275
"NOHEDES",2012,"NOHEDES",5.5831703769598,782.172035777324,22.7591036414566,75.6497430847382,115,1,1,0,42,42,92,1,27.9,13.496174863388,0.271002732240437,9.8,0.058,1077.9,62.8775956284153,1604.83961748634,2.00901639344262,62,219,33,158,0.208860759493671,52.1212121212121,69,51,92,0.0477887621193609,9,265
"NOHEDES",2013,"NOHEDES",4.76429968064731,1137.68663832222,28.3477633477633,84.4240341747564,97,1,1,0,44,44,93,1,37.7,12.4054794520548,0.288490410958904,42,0.233,1003.5,66.7561643835616,1547.62191780822,2.25835616438356,81,189,22,109,0.201834862385321,56.4545454545455,78,54,81,0.158549430636377,8,272
"NOHEDES",2014,"NOHEDES",5.88084353502186,1075.54689505032,13.4259259259259,68.2797835651386,67,0,0,0,NA,25,95,0,39.3,12.9142465753425,0.287186301369863,9.9,0.067,993.1,67.5646575342466,1555.97452054795,2.17945205479452,93,208,19,116,0.163793103448276,51.6315789473684,66,52,153,0.282779434222966,9,270
"NOHEDES",2015,"NOHEDES",6.0480874369468,980.311736286944,17.1969696969697,71.6297738938075,86,0,0,0,NA,19,91,0,49.2,12.9928767123288,0.279641095890411,24.3,0.155,1076.8,63.9575342465753,1620.93616438356,2.05616438356164,84,190,12,107,0.11214953271028,49.9166666666667,63,49,85,0.029509253982062,5,270
"NOHEDES",2016,"NOHEDES",4.41726743610427,926.007083798146,10.3632478632479,81.7868653040743,68,0,0,0,NA,34,94,0,45.9,12.5177595628415,0.265469945355191,29.2,0.194,1010.1,66.5918032786885,1554.49453551913,2.02049180327869,100,240,17,141,0.120567375886525,53.1176470588235,78,51,151,0.165263939111623,7,291
"NOHEDES",2017,"NOHEDES",5.85550078573555,927.839039073265,16.0989704739705,71.0587731117458,118,1,1,0,50,50,93,1,63.3,12.9361643835616,0.266427397260274,59.4,0.318,1061.3,64.5391780821918,1595.41698630137,2.20328767123288,68,202,29,135,0.214814814814815,54,83,51,159,0.584082971743042,8,262
"NOHEDES",2018,"NOHEDES",5.55918806469046,1313.05640169645,22.2117003367003,75.3336695711186,80,0,0,0,NA,37,91,0,26.2,12.3591780821918,0.292621917808219,53.1,0.276,964.8,69.0117808219178,1469.58821917808,2.08082191780822,85,172,18,88,0.204545454545455,48.4444444444444,66,48,147,0.696818019306399,6,257
"NOHEDES",2019,"NOHEDES",5.8248149766545,768.073415111567,15.0422494172494,68.4920731067885,50,0,0,0,NA,36,102,0,31.1,12.8279452054795,0.28366301369863,26.2,0.152,1071,63.4797260273973,1624.7701369863,2.11506849315069,72,162,19,91,0.208791208791209,50.1052631578947,68,52,146,0.529411764705886,7,285
"NOHEDES",2020,"NOHEDES",5.82516182312362,992.801422394356,11.2121212121212,66.5812216038933,40,0,0,0,NA,14,95,0,34.4,12.8185792349727,0.30094262295082,186.2,0.817,976.4,68.6341530054645,1501.43005464481,1.87950819672131,96,149,12,54,0.222222222222222,55,71,54,133,1.08980582524272,3,242
"NOHEDES",2021,"NOHEDES",5.24448253352474,620.363733678469,15.4166666666667,74.5719264952633,27,0,0,0,NA,0,91,0,32.8,12.1780821917808,0.283172602739726,34.5,0.176,956.7,68.3657534246575,1536.97780821918,1.97616438356164,91,149,21,59,0.355932203389831,54.9523809523809,78,54,103,0.354200735895339,3,NA
"VALLTER",2000,"Autres sites",3.98537913526007,860.518400894995,17.2799422799423,107.255160987609,115,5,5,0,59,61,129,3,16.7,6.10546448087432,0.25255737704918,167.9,0.565,851.7,64.1139344262295,1563.63907103825,2.17486338797814,47,209,37,163,0.226993865030675,70.3243243243243,84,72,176,1.02933467741936,1,317
"VALLTER",2001,"Autres sites",3.65890266083599,759.550563087547,39.1025641025641,106.046582048636,87,0,0,0,NA,12,92,0,18,5.94849315068493,0.24132602739726,255,1.023,868.3,63.5701369863014,1588.30328767123,2.27671232876712,80,258,57,179,0.318435754189944,66.7543859649123,88,67,233,0.530470914127425,2,324
"VALLTER",2002,"Autres sites",3.39955842532741,1101.69230408854,44.6759259259259,114.363408269356,136,9,8,1,77.4,88,120,7,25,5.82630136986301,0.259427397260274,376,1.336,794.3,66.8975342465753,1498.73095890411,2.13671232876712,77,271,53,195,0.271794871794872,69.9056603773585,91,70,193,0.434798136117819,1,317
"VALLTER",2003,"Autres sites",4.13587223445746,1125.89364938487,43.6147186147186,106.239399711319,149,7,6,1,68.7,83,122,4,27.9,6.23616438356164,0.247794520547945,318.9,1.521,878.7,65.6435616438356,1564.28684931507,2.24575342465753,63,266,51,204,0.25,69.843137254902,88,70,259,NA,1,279
"VALLTER",2004,"Autres sites",3.36422258658156,971.633845770434,51.5151515151515,120.020051090633,144,10,6,4,77,88,NA,6,16.4,5.48551912568306,0.251106557377049,415.3,1.156,836.7,65.1286885245902,1569.6325136612,2.22732240437158,63,262,60,200,0.3,68.3333333333333,87,69,166,0.172278597785978,3,318
"VALLTER",2005,"Autres sites",3.22104552672933,860.398071102045,43.9468864468865,114.715341936968,140,5,2,3,56,70,117,2,29.5,6.27315068493151,0.251252054794521,360.9,1.292,907.8,62.7643835616438,1680.85671232877,2.3027397260274,72,230,72,159,0.452830188679245,74.1111111111111,88,74,144,0.10036161300562,0,314
"VALLTER",2006,"Autres sites",4.33102410681904,763.763997886391,34.8214285714286,106.986131066389,108,3,3,0,67.7,72,120,3,21.3,7.66465753424658,0.233441095890411,404.1,1.474,990.2,62.3512328767123,1747.18931506849,2.54054794520548,101,251,11,151,0.0728476821192053,58.4545454545455,78,63,235,NA,4,279
"VALLTER",2007,"Autres sites",4.03341944727622,711.344337494225,17.7986977619331,102.417936242976,129,4,3,1,70,78,130,3,19.7,6.73095890410959,0.230161643835616,138.5,0.57,920.3,64.298904109589,1728.51068493151,2.24383561643836,41,225,18,185,0.0972972972972973,55.8888888888889,81,51,41,0.0452186566098902,6,313
"VALLTER",2008,"Autres sites",3.53239140138113,965.361205334479,32.1428571428571,108.335281637386,103,3,3,0,61,71,96,2,16.4,6.12377049180328,0.229153005464481,144.9,0.74,848.9,66.3024590163934,1700.25300546448,1.36448087431694,60,245,72,186,0.387096774193548,69.1111111111111,85,71,122,0.0705535959784863,1,326
"VALLTER",2009,"Autres sites",3.87861689372661,901.256422085784,41.1172161172161,114.247643617352,123,6,4,2,80,84,144,5,18,6.88246575342466,0.235523287671233,252.8,1.042,946.2,62.8158904109589,1751.28712328767,1.46931506849315,12,266,40,255,0.156862745098039,65,80,66.5,258,3.80645161290322,4,321
"VALLTER",2010,"Autres sites",3.01075390693865,1035.98349973595,40.3156565656566,113.433206754573,144,7,3,4,63.3,80,101,5,18,5.32602739726027,0.238112328767123,132.7,0.701,865.8,65.6290410958904,1678.62684931507,1.78547945205479,82,217,34,136,0.25,65.5882352941177,87,66.5,201,0.854166666666666,3,297
"VALLTER",2011,"Autres sites",4.33488660691264,1021.22657786361,35.0560897435897,98.8187710747922,95,3,3,0,71.3,84,98,1,26.2,7.13808219178082,0.24533698630137,195.9,0.865,924.9,65.0928767123288,1728.3202739726,1.8213698630137,69,230,41,162,0.253086419753086,61.3658536585366,86,57,206,1.23578076525336,12,323
"VALLTER",2012,"Autres sites",3.91193061346659,662.72808327934,28.5463991346344,110.01662561512,108,3,3,0,59.3,69,124,2,18,6.98415300546448,0.239016393442623,83.3,0.467,952.2,61.8303278688525,1727.64180327869,1.55191256830601,45,267,31,223,0.139013452914798,66.4838709677419,88,68,243,0.618421052631584,5,327
"VALLTER",2013,"Autres sites",2.99986428330925,1057.41031578808,44.0277777777778,118.394177375708,145,11,8,3,70.5,88,126,7,23,5.92876712328767,0.245498630136986,258.3,1.034,859.6,66.1498630136986,1682.2104109589,1.65643835616438,81,255,61,175,0.348571428571429,70.1967213114754,85,72,97,0.0982433735626747,1,301
"VALLTER",2014,"Autres sites",4.19489814113883,1087.00564513588,38.3333333333333,100.136097255818,133,3,2,1,68.7,82,105,3,23,6.74,0.258865753424658,329.3,1.074,868.2,66.5821917808219,1692.57287671233,1.4586301369863,94,218,45,125,0.36,66.3555555555556,84,67,208,2.33593749999997,1,313
"VALLTER",2015,"Autres sites",4.22251196595282,895.789099679201,25.7543382543383,104.844409140312,96,4,4,0,66,71,97,1,49.2,7.58602739726027,0.252767123287671,239.3,0.947,976.1,61.3561643835616,1725.92739726027,1.42356164383562,91,227,18,137,0.131386861313869,64.8333333333333,82,65.5,208,0.951827810044411,2,297
"VALLTER",2016,"Autres sites",3.22699811949886,879.673136555113,25.7448107448107,112.240906611789,105,6,6,0,59.7,76,110,3,32.8,6.96775956284153,0.244650273224044,108.6,0.546,889.2,65.4972677595628,1666.99234972678,1.37814207650273,67,243,62,177,0.350282485875706,66.3387096774194,88,67,180,0.511797010068137,6,320
"VALLTER",2017,"Autres sites",4.35992717612751,899.731684307314,35.4441854441855,102.364558921108,121,6,5,1,56,67,102,5,40,7.27041095890411,0.23806301369863,197.5,0.807,939.4,63.1553424657534,1703.01095890411,1.38547945205479,104,340,51,237,0.215189873417722,68.6666666666667,93,70,229,0.356817420435511,2,304
"VALLTER",2018,"Autres sites",3.78005653883348,1371.38895361583,50.5952380952381,107.631222344408,134,13,11,2,76.2,93,131,8,26.2,6.65068493150685,0.253646575342466,270.1,0.979,836.5,69.3408219178082,1585.6397260274,1.30684931506849,62,364,30,303,0.099009900990099,60.3,83,61.5,71,0.018297387662123,4,281
"VALLTER",2019,"Autres sites",4.09585073755935,872.696938417557,30.0126262626263,103.150788285697,107,4,4,0,63.2,77,110,3,24.6,7.24931506849315,0.254,143.8,0.672,954.9,61.2383561643836,1725.96904109589,1.45917808219178,69,223,62,155,0.4,68.8870967741936,89,68,105,0.0253977102992922,3,286
"VALLTER",2020,"Autres sites",4.14907408801962,1259.3401771941,36.9246031746032,102.617809123788,101,5,5,0,73,83,102,2,32.8,7.65437158469945,0.273644808743169,590.6,2.434,900.3,65.2237704918033,1606.89234972678,1.30409836065574,90,204,26,115,0.226086956521739,61.8461538461538,81,65,91,0.115428418898478,2,292
"VALLTER",2021,"Autres sites",3.66760231478284,777.821087419271,28.926282051282,118.701589348189,82,0,0,0,NA,0,91,0,23,6.82739726027397,0.256775342465753,262.1,1.167,871.8,65.2221917808219,1648.53287671233,1.50575342465753,72,237,55,166,0.331325301204819,67.1818181818182,85,69,106,0.038597710110213,4,NA
